410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000017122,Boldon Lane-Boldon Road (E-Bound),twrdmjta,Boldon Lane-Boldon Road,Outside Cleadon Village Junior School,Boldon Lane,E-Bound,E,Cleadon,South Shields,Cleadon
410000017128,Boldon Lane-Boldon Road (SW-Bound),twrdmjtw,Boldon Lane-Boldon Road,11om W. Opposite Entrance To Cleadon Village Sch,Boldon Lane,SW-Bound,SW,Cleadon,South Shields,Cleadon
410000017121,Boldon Lane-Burdon Road (NE-Bound),twrdmjpw,Boldon Lane-Burdon Road,Outside Mayfield House,Boldon Lane,NE-Bound,NE,Cleadon,South Shields,Cleadon
410000017129,Boldon Lane-Burdon Road (W-Bound),twrdmjwa,Boldon Lane-Burdon Road,Opposite The Laurels House,Boldon Lane,W-Bound,W,Cleadon,South Shields,Cleadon
410000017141,Boldon Lane-Heaton Gardens (S-Bound),twrdmpat,Boldon Lane-Heaton Gardens,Outside Heaton Gardens Junction,Boldon Lane,S-Bound,S,Whiteleas,South Shields,Whiteleas
410000017144,Boldon Lane-New Road (N-Bound),twrdmpdg,Boldon Lane-New Road,Outside Cycle Path South Of Level Crossing,Boldon Lane,N-Bound,N,Boldon,,Boldon
410000017059,Boldon Lane-Stanhope Road (N-Bound),twrdmgmd,Boldon Lane-Stanhope Road,Outside Council Offices,Boldon Lane,N-Bound,N,West Harton,South Shields,West Harton
410000017046,Boldon Lane-Stanhope Road (S-Bound),twrdmgdw,Boldon Lane-Stanhope Road,Opposite Council Offices,Boldon Lane,S-Bound,S,West Harton,South Shields,West Harton
410000017120,Boldon Lane-Sun View Terrace (E-Bound),twrdmjpt,Boldon Lane-Sun View Terrace,Outside Sun View Terrace,Boldon Lane,E-Bound,E,Cleadon,South Shields,Cleadon
410000017060,Boldon Lane-Tyne Dock Metro-N (NW-Bound),twrdmgmg,Boldon Lane-Tyne Dock Metro-N,Opposite Klm Tiles,Boldon Lane,NW-Bound,NW,Tyne Dock,South Shields,Tyne Dock
410000017045,Boldon Lane-Tyne Dock Metro-S (E-Bound),twrdmgdt,Boldon Lane-Tyne Dock Metro-S,Outside Saints Peter And Paul Rc Church,Boldon Lane,E-Bound,E,Tyne Dock,South Shields,Tyne Dock
410000017130,Boldon Lane-West Drive (W-Bound),twrdmjwd,Boldon Lane-West Drive,Outside West Drive Junction,Boldon Lane,W-Bound,W,Cleadon,South Shields,Cleadon
410000000052,Boldon School (N-Bound),twrgtpmt,Boldon School,Boldon Comprehensive School,New Road,N-Bound,N,Boldon,,Boldon
410000028528,Bonemill Lane - Biddick Lane (E-Bound),twrgdmaw,Bonemill Lane - Biddick Lane,Opposite Community Centre,Bone Mill Lane,E-Bound,E,Fatfield,Washington,Fatfield
410000028527,Bonemill Lane - Biddick Lane (W-Bound),twrgdmat,Bonemill Lane - Biddick Lane,Outside Community Centre,Bone Mill Lane,W-Bound,W,Fatfield,Washington,Fatfield
410000060206,Bonemill Lane - Duxbury Park (E-Bound),twrgpwaw,Bonemill Lane - Duxbury Park,Opposite Fatfield Primary School,Bone Mill Lane,E-Bound,E,Fatfield,Washington,Fatfield
410000027615,Bonemill Lane - South Crescent (W-Bound),twrgawtj,Bonemill Lane - South Crescent,Outside The George Inn Public House,Bonemill Lane,W-Bound,W,Harraton,Washington,Harraton
410000028522,Bonemill Lane - Station Road (E-Bound),twrgdmad,Bonemill Lane - Station Road,Outside The Biddick Public House,Bonemill Lane,E-Bound,E,Fatfield,Washington,Fatfield
410000028523,Bonemill Lane - Station Road (S-Bound),twrgdmag,Bonemill Lane - Station Road,Opposite The Biddick Public House,Bonemill Lane,S-Bound,S,Fatfield,Washington,Fatfield
410000028526,Bonemill Lane-Community Centre (SE-Bound),twrgdmap,Bonemill Lane-Community Centre,Opposite Community Centre 60m East,Bonemill Lane,SE-Bound,SE,Fatfield,Washington,Fatfield
410000028524,Bonemill Lane-James Steel Park (NE-Bound),twrgdmaj,Bonemill Lane-James Steel Park,Outside The Havelock Arms Public House,Bone Mill Lane,NE-Bound,NE,Fatfield,Washington,Fatfield
410000028525,Bonemill Lane-James Steel Park (SW-Bound),twrgdmam,Bonemill Lane-James Steel Park,Opposite Club,Bonemill Lane,SW-Bound,SW,Fatfield,Washington,Fatfield
410000027626,Bonemill Lane-Pavilion (SW-Bound),twrgdadt,Bonemill Lane-Pavilion,Outside Bonemill Lane Pavilion And Sports Ground,Bonemill Lane,SW-Bound,SW,Rickleton,Washington,Rickleton
410000024S43,Borough Road (43),twrjawdp,Borough Road,,Borough Road,43,E,Sunderland,,Sunderland
410000041064,Borough Road-Clive Street (SE-Bound),twrgjwmw,Borough Road-Clive Street,Opposite The Old Custom House,Borough Road,SE-Bound,SE,North Shields,,North Shields
410000025956,Borough Road-Nile Street (SW-Bound),twrgatwg,Borough Road-Nile Street,Outside Crown House,Borough Road,SW-Bound,SW,East End,Sunderland,East End
410000041065,Borough Road-Saville Street West (SE-Bound),twrgjwpa,Borough Road-Saville Street West,South Of The Ballarat Hotel Public House,Borough Road,SE-Bound,SE,North Shields,,North Shields
410000024S07,Borough Road-Toward Street (7),twrgamdj,Borough Road-Toward Street,Outside Mowbray Park Public House,Borough Road,7,W,Sunderland,,Sunderland
410000025955,Borough Road-Villiers Street (E-Bound),twrgatwd,Borough Road-Villiers Street,Opposite Crown House,Borough Road,E-Bound,E,East End,Sunderland,East End
410000015553,Bothal Street (N-Bound),twrdgtgj,Bothal Street,North Of Welbeck Road,Bothal Street,N-Bound,N,Byker,Newcastle upon Tyne,Byker
410000015552,Bothal Street (S-Bound),twrdgtgd,Bothal Street,Outside Grace Street,Union Road,S-Bound,S,Byker,Newcastle upon Tyne,Byker
410000008956,Bowfell Avenue-Bedale Green (SE-Bound),twrajtwt,Bowfell Avenue-Bedale Green,Outside Bedale Green Junction,Bowfell Avenue,SE-Bound,SE,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000008957,Bowfell Avenue-Bowfell Close (N-Bound),twrajwad,Bowfell Avenue-Bowfell Close,Opposite Bowfell Close Junction,Bowfell Avenue,N-Bound,N,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000008983,Bowfell Avenue-Selwyn Close (N-Bound),twrgtdpa,Bowfell Avenue-Selwyn Close,Outside Selwyn Close,Bowfell Avenue,N-Bound,N,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000008984,Bowfell Avenue-Selwyn Close (S-Bound),twrgtdpd,Bowfell Avenue-Selwyn Close,Opposite Selwyn Close,Bowfell Avenue,S-Bound,S,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000008955,Bowfell Avenue-Whitgrave Road (NW-Bound),twrajtwp,Bowfell Avenue-Whitgrave Road,50m North Opposite Bedale Green Junction,Bowfell Avenue,NW-Bound,NW,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000008954,Bowfell Avenue-Whitgrave Road (S-Bound),twrajtwm,Bowfell Avenue-Whitgrave Road,Opposite Whitgrave Road,Bowfell Avenue,S-Bound,S,Kenton Bar,Newcastle upon Tyne,Kenton Bar
410000015281,Brack Terrace (N-Bound),twrdgmap,Brack Terrace,Outside The Wardley Public House,Brack Terrace,N-Bound,N,Bill Quay,Gateshead,Bill Quay
410000015284,Brack Terrace (W-Bound),twrdgmaw,Brack Terrace,Opposite The Wardley Public House,Brack Terrace,W-Bound,W,Bill Quay,Gateshead,Bill Quay
410000016911,Brancepeth Terrace (W-Bound),twrdmatd,Brancepeth Terrace,Opposite Warkworth Terrace,Brancepeth Terrace,W-Bound,W,Primrose,Jarrow,Primrose
410000023072,Brandy Lane-Club (E-Bound),twrdtjmw,Brandy Lane-Club,Outside Club,Windlass Lane,E-Bound,E,Albany,Washington,Albany
410000022723,Brandy Lane-Club (W-Bound),twrdtdam,Brandy Lane-Club,Outside Village Centre / Opposite Club,Brandy Lane,W-Bound,W,Albany,Washington,Albany
410000022721,Brandy Lane-Crossgill (NW-Bound),twrdtdaj,Brandy Lane-Crossgill,Opposite Crossgill,Brandy Lane,NW-Bound,NW,Albany,Washington,Albany
410000022720,Brandy Lane-Mardale (SE-Bound),twrdtdag,Brandy Lane-Mardale,Opposite Mardale,Brandy Lane,SE-Bound,SE,Albany,Washington,Albany
410000018050,Bransdale Avenue (W-Bound),twrgwapg,Bransdale Avenue,Outside No.19 Bransdale Avenue,Bransdale Avenue,W-Bound,W,South Bents,,South Bents
410000061241,Brantwood Avenue (NE-Bound),twrjapmg,Brantwood Avenue,Junction Of Oakland Road,Brantwood Avenue,NE-Bound,NE,West Monkseaton,Whitley Bay,West Monkseaton
410000061242,Brantwood Avenue (SW-Bound),twrjapmj,Brantwood Avenue,Junction Of Oakland Road,Brantwood Avenue,SW-Bound,SW,West Monkseaton,Whitley Bay,West Monkseaton
410000050215,Brenkley Court (S-Bound),twrgpdwt,Brenkley Court,30m North East Of Blagdon Terrace,Chapel Place,S-Bound,S,Seaton Burn,,Seaton Burn
410000009362,Briar Edge (NW-Bound),twrapapa,Briar Edge,Outside The Flying Scotsman Public House,Briar Edge,NW-Bound,NW,Forest Hall,Newcastle upon Tyne,Forest Hall
410000009353,Briar Edge (SE-Bound),twrapama,Briar Edge,Opposite The Flying Scotsman Public House,Briar Edge,SE-Bound,SE,Forest Hall,Newcastle upon Tyne,Forest Hall
410000003939,Briardene Way-Killingworth Ave (NW-Bound),twrjdjap,Briardene Way-Killingworth Ave,,Brierdene Way,NW-Bound,NW,Holywell,,Backworth
410000003940,Briardene Way-Killingworth Ave (SE-Bound),twrjdjat,Briardene Way-Killingworth Ave,,Briardene Way,SE-Bound,SE,Holywell,,Backworth
410000003942,Briardene Way-Priory Ave (N-Bound),twrjdjda,Briardene Way-Priory Ave,,Briardene Way,N-Bound,N,Holywell,,Backworth
410000003941,Briardene Way-Priory Ave (NW-Bound),twrjdjaw,Briardene Way-Priory Ave,,Briardene Way,NW-Bound,NW,Holywell,,Backworth
410000002013,Bridge Street - Dudley Lane (S-Bound),twradamp,Bridge Street - Dudley Lane,Outside War Memorial,Bridge Street,S-Bound,S,Seaton Burn,,Seaton Burn
410000002900,Bridge Street (N-Bound),twradgpj,Bridge Street,Outside War Memorial,Bridge Street,N-Bound,N,Seaton Burn,,Seaton Burn
410000015G05,Bridge Street (N-Bound),twrdjdjm,Bridge Street,Outside The Half Moon Hotel Public House,Bridge Street,N-Bound,N,Gateshead,,Gateshead
410000015G25,Bridge Street (SE-Bound),twrdjdta,Bridge Street,Outside St Marys Church,Bridge Street,SE-Bound,SE,Gateshead Quays,Gateshead,Gateshead Quays
410000002014,Bridge Street-Burnbridge (S-Bound),twradamt,Bridge Street-Burnbridge,Opposite Council Depot,Bridge St,S-Bound,S,Seaton Burn,,Seaton Burn
410000060004,Brierdene (S-Bound),twrgpjtd,Brierdene,Outside Post Office,LINTON ROAD,S-Bound,S,Whitley Bay,,Whitley Bay
410000014157,Brighton Road-Bensham Road (NW-Bound),twrawtgt,Brighton Road-Bensham Road,Outside Brighton Avenue Primary School,Brighton Road,NW-Bound,NW,Bensham,Gateshead,Bensham
410000014155,Brighton Road-Bensham Road (SE-Bound),twrawtgm,Brighton Road-Bensham Road,Opposite Brighton Avenue Primary School,Brighton Road,SE-Bound,SE,Bensham,Gateshead,Bensham
410000014156,Brighton Road-Whitehall Road (SE-Bound),twrawtgp,Brighton Road-Whitehall Road,Outside Gilmore House,Brighton Road,SE-Bound,SE,Bensham,Gateshead,Bensham
410000023066,Brindley Road (E-Bound),twrdtjma,Brindley Road,Outside Hertburn Industrial Estate,Brindley Road,E-Bound,E,Concord,Washington,Concord
410000023067,Brindley Road (W-Bound),twrdtjmd,Brindley Road,Opposite Hertburn Industrial Estate,Brindley Road,W-Bound,W,Concord,Washington,Concord
410000015061,Brinkburn Avenue-Westfield Terrace (SE-Bound),twrdatwg,Brinkburn Avenue-Westfield Terrace,Outside Westfield Terrace,Brinkburn Avenue,SE-Bound,SE,Shipcote,Gateshead,Shipcote
410000028070,Brinkburn Cres-Burnside Ave (N-Bound),twrgdgpw,Brinkburn Cres-Burnside Ave,65m North Of Burnside Avenue,Brinkburn Crescent,N-Bound,N,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000028083,Brinkburn Cres-Burnside Ave (S-Bound),twrgdgwp,Brinkburn Cres-Burnside Ave,Opposite Burnside Avenue,Brinkburn Crescent,S-Bound,S,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000028068,Brinkburn Cres-Leyburn Grove (NW-Bound),twrgdgpm,Brinkburn Cres-Leyburn Grove,North Eastof Sports Complex And Community Centre,Brinkburn Crescent,NW-Bound,NW,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000028069,Brinkburn Cres-Moorsburn Dr (NW-Bound),twrgdgpt,Brinkburn Cres-Moorsburn Dr,75m North Of Burnside Primary School,Brinkburn Crescent,NW-Bound,NW,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000028084,Brinkburn Cres-Newburn Cres (SE-Bound),twrgdgwt,Brinkburn Cres-Newburn Cres,Opposite Burnside Primary School 60m North,Brinkburn Crescent,SE-Bound,SE,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000028085,Brinkburn Cres-Station Rd (SE-Bound),twrgdjad,Brinkburn Cres-Station Rd,Opposite Sports Complex And Community Centre,Brinkburn Promenade,SE-Bound,SE,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000015B15,Brinkburn Street (E-Bound),twrdjdad,Brinkburn Street,50m East Of Croquet House (government Office),Brinkburn Street,E-Bound,E,Byker,Newcastle upon Tyne,Byker
410000015B14,Brinkburn Street (N-Bound),twrdjawt,Brinkburn Street,Outside The Salvation Army,Brinkburn Street,N-Bound,N,Byker,Newcastle upon Tyne,Byker
410000015B16,Brinkburn Street (W-Bound),twrdjdag,Brinkburn Street,35m East Of Croquet House (government Office),Brinkburn Street,W-Bound,W,Byker,Newcastle upon Tyne,Byker
410000021101,Broadway - Kiln Rise (NW-Bound),twrdpjgd,Broadway - Kiln Rise,Outside Kiln Rise,Broadway,NW-Bound,NW,Whickham,Gateshead,Whickham
410000021100,Broadway - Thornley Close (SE-Bound),twrdpjga,Broadway - Thornley Close,Outside Thornley Close Junction,Broadway,SE-Bound,SE,Whickham,Gateshead,Whickham
410000013938,Broadway (E-Bound),twrawgwa,Broadway,Opposite Silverdale Way Junction,Broadway,E-Bound,E,Whickham,Gateshead,Whickham
410000021102,Broadway (E-Bound),twrdpjgj,Broadway,Outside The Cedars,Broadway,E-Bound,E,Whickham,Gateshead,Whickham
410000041032,Broadway (N-Bound),twrgjwdg, Broadway,North Of Millfield Gardens,The Broadway,N-Bound,N,Tynemouth,,Tynemouth
410000014230,Broadway (NW-Bound),twrdadmg,Broadway,East Of The Parochial C Of E Primary School,Broadway,NW-Bound,NW,Whickham,Gateshead,Whickham
410000041033,Broadway (S-Bound),twrgjwdj, Broadway,Outside Hastings Drive,The Broadway,S-Bound,S,Tynemouth,,Tynemouth
410000014208,Broadway (SE-Bound),twrdadjm,Broadway,East Of The Parochial C Of E Primary School,BROADWAY,SE-Bound,SE,Whickham,Gateshead,Whickham
410000013939,Broadway (W-Bound),twrawgwd,Broadway,Outside Wansford Way,Broadway,W-Bound,W,Whickham,Gateshead,Whickham
410000021103,Broadway (W-Bound),twrdpjgm,Broadway,Opposite The Cedars,Broadway,W-Bound,W,Whickham,Gateshead,Whickham
410000000068,Broadway Junior School (E-Bound),twrgtpdj,Broadway Junior School,Outside Broadway Junior School,SPRINGWELL ROAD,E-Bound,E,Nookside,Sunderland,Nookside
410000008362,Broadway West-Highbridge (E-Bound),twrajmgt,Broadway West-Highbridge,Outside Highbridge Apartments,Broadway West,E-Bound,E,Gosforth,Newcastle upon Tyne,Gosforth
410000008344,Broadway West-Highbridge (W-Bound),twrajmag,Broadway West-Highbridge,Opposite Highbridge Apartments,Broadway West,W-Bound,W,Gosforth,Newcastle upon Tyne,Gosforth
410000008361,Broadway West-Playing Fields (E-Bound),twrajmgp,Broadway West-Playing Fields,Outside Playing Fields And Cricket Pavilion,Broadway West,E-Bound,E,Gosforth,Newcastle upon Tyne,Gosforth
410000008345,Broadway West-Playing Fields (W-Bound),twrajmaj,Broadway West-Playing Fields,Opposite Playing Fields And Cricket Pavilion,Broadway West,W-Bound,W,Gosforth,Newcastle upon Tyne,Gosforth
410000015166,Broadway-Carr Hill Road (N-Bound),twrdgawj,Broadway-Carr Hill Road,Opposite Carr Hill Primary School,BROADWAY,N-Bound,N,Carr Hill,Gateshead,Carr Hill
410000015157,Broadway-Carr Hill Road (S-Bound),twrdgatd,Broadway-Carr Hill Road,Opposite Junction With Northway,BROADWAY,S-Bound,S,Carr Hill,Gateshead,Carr Hill
410000015956,Broadway-Crossways (S-Bound),twrdjamp,Broadway-Crossways,Outside Crossways,Broadway,S-Bound,S,Carr Hill,Gateshead,Carr Hill
410000015165,Broadway-Pottersway (N-Bound),twrdgawg,Broadway-Pottersway,North Of Pottersway,BROADWAY,N-Bound,N,Carr Hill,Gateshead,Carr Hill
410000015158,Broadway-Pottersway (S-Bound),twrdgatg,Broadway-Pottersway,South Of The Avenue,Broadway,S-Bound,S,Carr Hill,Gateshead,Carr Hill
410000015164,Broadway-Sheriffs Highway (NE-Bound),twrdgawd,Broadway-Sheriffs Highway,80m East Of Sheriffs Highway,Broadway,NE-Bound,NE,Carr Hill,Gateshead,Carr Hill
4100016MS03A,Brockley Whins Metro (E-Bound),twrdmdgp,Brockley Whins Metro,Brockley Whins Junction,Gretna Drive,E-Bound,E,Brockley Whins,South Shields,Brockley Whins
41000016MS03,Brockley Whins Metro (W-Bound),twrdmdgm,Brockley Whins Metro,Brockley Whins Junction,Gretna Drive,W-Bound,W,Brockley Whins,South Shields,Brockley Whins
410000004105,Bromley Avenue-Seatonville Road (N-Bound),twradwmg,Bromley Avenue-Seatonville Road,Opposite Sports Field,Bromley Avenue,N-Bound,N,Monkseaton,Whitley Bay,Monkseaton
410000004104,Bromley Avenue-Seatonville Road (S-Bound),twradwmd,Bromley Avenue-Seatonville Road,Outside Sports Field,BROMLEY AVENUE,S-Bound,S,Monkseaton,Whitley Bay,Monkseaton
410000004106,Bromley Avenue-Wembley Avenue (N-Bound),twradwmj,Bromley Avenue-Wembley Avenue,Outside Wembley Avenue,Bromley Avenue,N-Bound,N,Monkseaton,Whitley Bay,Monkseaton
410000004103,Bromley Avenue-Wembley Avenue (S-Bound),twradwma,Bromley Avenue-Wembley Avenue,Opposite Wembley Avenue,Bromley Avenue,S-Bound,S,Monkseaton,Whitley Bay,Monkseaton
410000014164,Broom Lane-Broadpool Terrace (S-Bound),twrawtjm,Broom Lane-Broadpool Terrace,Outside Broadpool Terrace,Broom Lane,S-Bound,S,Whickham,Gateshead,Whickham
410000014169,Broom Lane-Broom Close (N-Bound),twrawtmd,Broom Lane-Broom Close,Opposite Broadpool Terrace,BROOM LANE,N-Bound,N,Whickham,Gateshead,Whickham
410000014167,Broom Lane-Cornmoor Road (E-Bound),twrawtjw,Broom Lane-Cornmoor Road,Outside Cornmoor Road Junction,Broom Lane,E-Bound,E,Whickham,Gateshead,Whickham
410000014166,Broom Lane-Farm (SW-Bound),twrawtjt,Broom Lane-Farm,Outside Entrance To Marshall Lands Farm,Broom Lane,SW-Bound,SW,Whickham,Gateshead,Whickham
410000014163,Broom Lane-Lansbury Road (S-Bound),twrawtjg,Broom Lane-Lansbury Road,Outside Broom Terrace,Broom Lane,S-Bound,S,Whickham,Gateshead,Whickham
410000014170,Broom Lane-Millfield Road (N-Bound),twrawtmg,Broom Lane-Millfield Road,Outside Millfield Road Junction,Broom Lane,N-Bound,N,Whickham,Gateshead,Whickham
410000014165,Broom Lane-School (S-Bound),twrawtjp,Broom Lane-School,Entranceto Washingwell Primary School,Broom Lane,S-Bound,S,Whickham,Gateshead,Whickham
410000014168,Broom Lane-Tethercock Court (N-Bound),twrawtma,Broom Lane-Tethercock Court,Opposite Entrance To Washingwell Primary School,Broom Lane,N-Bound,N,Whickham,Gateshead,Whickham
410000010979,Broomfield Avenue (W-Bound),twratjaw, Broomfield Avenue,Outside Bawtry Court,Broomfield Avenue,W-Bound,W,Battle Hill,,Battle Hill
410000024191,Brown Road (SW-Bound),twrdwdmw,Brown Road,Outside Community Centre,Grange Road,SW-Bound,SW,Castletown,,Castletown
410000050214,Brunswick Industrial Estate (W-Bound),twrgpdwp,Brunswick Industrial Estate,Junction Of Hartley Court,Unclassified Estate Road,W-Bound,W,Brunswick Village,Newcastle upon Tyne,Brunswick Village
410000024235,Brunswick Road (E-Bound),twrdwgjm,Brunswick Road,Opposite No.27 Brunswick Road,Brunswick Road,E-Bound,E,Town End Farm,Sunderland,Town End Farm
410000024232,Brunswick Road (W-Bound),twrdwgjd,Brunswick Road,Outside Junction With Bodmin Square,BRUNSWICK ROAD,W-Bound,W,Town End Farm,Sunderland,Town End Farm
410000002926,Brunton Lane - Great Parkway (N-Bound),twrgwdgw,Brunton Lane - Great Parkway,Business Park,Great Parkway,N-Bound,N,Great Park,Newcastle upon Tyne,Great Park
410000002927,Brunton Lane - Great Parkway (S-Bound),twrgwdjd,Brunton Lane - Great Parkway,Business Park,Great Parkway,S-Bound,S,Great Park,Newcastle upon Tyne,Great Park
410000008111,Brunton Lane - Kingston Park Shops (N-Bound),twrgtjpw,Brunton Lane - Kingston Park Shops,North Of Kings Court Public House,Brunton Lane,N-Bound,N,Kingston Park,Newcastle upon Tyne,Kingston Park
410000002934,Brunton Lane (E-Bound),twrjdgjm,Brunton Lane,,Brunton Lane,E-Bound,E,Great Park,Newcastle upon Tyne,Great Park
410000008976,Brunton Lane (N-Bound),twrajwaj,Brunton Lane,Kingston Park Shopping Centre,Brunton Lane,N-Bound,N,Kingston Park,Newcastle upon Tyne,Kingston Park
410000008977,Brunton Lane (S-Bound),twrajwam,Brunton Lane,Kingston Park Shopping Centre,Brunton Lane,S-Bound,S,Kingston Park,Newcastle upon Tyne,Kingston Park
410000008352,Brunton Lane-Beaminster Way (S-Bound),twrajmdj,Brunton Lane-Beaminster Way,Outside Garage,Brunton Lane,S-Bound,S,Kingston Park,Newcastle upon Tyne,Kingston Park
410000002928,Brunton Lane-Farm Cottages (E-Bound),twrgwdgt,Brunton Lane-Farm Cottages,Opposite East Brunton Farm Cottages,Brunton Lane,E-Bound,E,Great Park,Newcastle upon Tyne,Great Park
410000002925,Brunton Lane-Farm Cottages (W-Bound),twrgwdgp,Brunton Lane-Farm Cottages,Outside East Brunton Farm Cottages,Brunton Lane,W-Bound,W,Great Park,Newcastle upon Tyne,Great Park
410000008355,Brunton Lane-Faversham Court (N-Bound),twrgwjwt,Brunton Lane-Faversham Court,Opposite Faversham Court,Brunton Lane,N-Bound,N,Kingston Park,Newcastle upon Tyne,Kingston Park
410000008356,Brunton Lane-Faversham Court (S-Bound),twrajmdw,Brunton Lane-Faversham Court,Outside Faversham Court,Brunton Lane,S-Bound,S,Kingston Park,Newcastle upon Tyne,Kingston Park
